cand_id,district,name,incumbent_status,party,camp_fb,gov_fb,camp_twitter,gov_twitter,website
0596,CA-53,Susan Davis,Y,Democrat,?,RepSusanDavis,?,RepSusanDavis,http://www.susandavisforcongress.com/
0597,CO-1,Diana DeGette,Y,Democrat,degette,DianaDeGette,DeGette5280,RepDianaDeGette,http://dianadegette.com/
0598,CO-2,Jared Polis,Y,Democrat,gojaredgo,jaredpolis,Polis4Congress,RepJaredPolis,http://www.polisforcongress.com
0599,CO-3,Scott Tipton,Y,Republican,votetipton,CongressmanScottTipton,ScottRTipton,RepTipton,http://www.votetipton.com
0600,CO-4,Ken Buck,Y,Republican,buckforcolorado,repkenbuck,BuckForColorado,RepKenBuck,http://www.buckforcolorado.com
0601,CO-5,Doug Lamborn,Y,Republican,lambornforcongress,CongressmanDougLamborn,DougLambornCD5,RepDLamborn,http://www.lambornforcongress.com
0602,CO-6,Mike Coffman,Y,Republican,coffmanforcongress,repmikecoffman,coffmanforco,RepMikeCoffman,http://www.coffmanforcongress.com/
0603,CO-7,Ed Perlmutter,Y,Democrat,Ed4Colorado,RepPerlmutter,Ed4Colorado,RepPerlmutter,www.perlmutterforcolorado.com
0604,GA-1,"Earl ""Buddy"" Carter",Y,Republican,BuddyCarterforCongress,CongressmanBuddyCarter,Buddy_Carter,RepBuddyCarter,http://www.BuddyCarterForCongress.com
0605,GA-2,Sanford D. Bishop Jr.,Y,Democrat,?,sanfordbishop,?,SanfordBishop,http://www.sanfordbishop.com/
0606,GA-4,Hank Johnson,Y,Democrat,HankJohnsonJr,RepHankJohnson,ReElectHank,RepHankJohnson,http://www.hankforcongress.com
0607,GA-5,John Lewis,Y,Democrat,JohnLewis,RepJohnLewis,jlewis4congress,repjohnlewis,http://www.johnlewisforcongress.com
0608,GA-6,Tom Price,Y,Republican,tompricemd,reptomprice,TomPriceMD,RepTomPrice,http://www.tomprice.com/
0609,GA-7,Rob Woodall,Y,Republican,woodallforcongress,RepRobWoodall,?,RepRobWoodall,http://robwoodall.com/
0610,GA-8,Austin Scott,Y,Republican,scottforgeorgia,RepAustinScott,ScottForGA,AustinScottGA08,ScottForGA.com
0611,GA-9,Doug Collins,Y,Republican,collinsleads,RepresentativeDougCollins,Douglas_Collins,RepDougCollins,http://collinsleads.com
0612,GA-10,Jody Hice,Y,Republican,?,CongressmanJodyHice,jodyhice,congressmanhice,http://www.jodyhiceforcongress.com
0613,GA-11,Barry Loudermilk,Y,Republican,StandwithBarry,RepLoudermilk,standwithbarry,RepLoudermilk,http://www.standwithbarry.com
0614,GA-12,Rick Allen,Y,Republican,RickAllenGA,CongressmanRickAllen,rickallen,RepRickAllen,www.rickwallen.com
0615,GA-13,David Scott,Y,Democrat,ElectDavidScott,RepDavidScott,Electdavidscott,repdavidscott,http://www.davidscottforcongress.com/
0616,GA-14,Tom Graves,Y,Republican,TomGraves,reptomgraves,TomGravesGA14,RepTomGraves,www.GravesforCongress.org
0617,IA-1,Rod Blum,Y,Republican,blumforcongress,congressmanrodblum,RodBlum,RepRodBlum,http://rodblum.com
0618,IA-2,Dave Loebsack,Y,Democrat,LoebsackforCongress,DaveLoebsack,DaveForIowa,daveloebsack,www.loebsackforcongress.org
0619,IA-3,David Young,Y,Republican,YoungForIowa,RepDavidYoung,DavidYoungIA,RepDavidYoung,http://youngforiowa.com
0620,IA-4,Steve King,Y,Republican,KingforCongress,SteveKingIA,KingforCongress,SteveKingIA,www.steveking.com
0621,ID-1,Raul Labrador,Y,Republican,labradorforidaho,raul.r.labrador,RaulLabrador4ID,Raul_Labrador,RaulLabrador.com
0622,ID-2,Mike Simpson,Y,Republican,'114477275237474','96007744606',MikeSimpson4ID,CongMikeSimpson,http://www.simpsonforcongress.com
0623,IL-1,Bobby Rush,Y,Democrat,rushforcongress,congressmanbobbyrush,BobbyLRushMC,RepBobbyRush,http://www.bobbylrush.com
0624,IL-2,Robin Kelly,Y,Democrat,RobinKellyforCongress,reprobinkelly,Robin42CD,RepRobinKelly,http://www.robinkellyforcongress.com
0625,IL-3,Daniel Lipinski,Y,Democrat,?,repdanlipinski,?,RepLipinski,http://www.lipinskiforcongress.com/
0626,IL-4,Luis Gutierrez,Y,Democrat,?,RepGutierrez,LuisGutierrez,RepGutierrez,http://repgutierrez.tumblr.com/
0627,IL-5,Mike Quigley,Y,Democrat,QuigleyForCongress,repmikequigley,QuigleyCampaign,RepMikeQuigley,http://www.quigleyforcongress.com
0628,IL-6,Peter Roskam,Y,Republican,RoskamForCongress,PeterRoskam,?,PeterRoskam,www.roskamforcongress.com
0629,IL-7,Danny K. Davis,Y,Democrat,?,CongressmanDKDavis,DannyKDavis,RepDannyDavis,?
0630,IL-9,Janice Schakowksky,Y,Democrat,schakowskyforcongress,janschakowsky,RepSchakowsky,janschakowsky,www.janschakowsky.org
0631,IL-10,Robert Dold,Y,Republican,doldforcongress,RepDold,ROBERTDOLD,RepDold,www.doldforcongress.com
0632,IL-11,Bill Foster,Y,Democrat,RepBillFoster,CongressmanBillFoster,Foster4Congress,RepBillFoster,www.billfoster.com
0633,IL-12,Mike Bost,Y,Republican,MikeBostForCongress,RepBost,BostForCongress,RepBost,http://bostforcongress.com/
0634,IL-13,Rodney Davis,Y,Republican,ElectRodney,RepRodneyDavis,ElectRodney,RodneyDavis,electrodney.com
0635,IL-14,Randy Hultgren,Y,Republican,randyhultgren,RepHultgren,RandyHultgren,RepHultgren,www.HultgrenForCongress.com
0636,IL-15,John Shimkus,Y,Republican,VolunteersForShimkus,repshimkus,JohnMShimkus,RepShimkus,http://www.johnshimkus.com
0637,IL-16,Adam Kinzinger,Y,Republican,electadam,RepKinzinger,AdamKinzinger,RepKinzinger,www.ElectAdam.com
0638,IL-17,Cheri Bustos,Y,Democrat,CheriBustosForCongress,RepCheri,CheriBustos,RepCheri,www.cheribustos.com
0639,IL-18,Darin LaHood,Y,Republican,LaHoodDarin,replahood,ElectLaHood,RepLaHood,http://www.LaHoodforCongress.com
0640,IN-1,Peter Visclosky,Y,Democrat,viscloskyforcongress,repvisclosky,TeamVisclosky,RepVisclosky,www.viscloskyforcongress.us
0641,IN-2,Jackie Walorski,Y,Republican,'282272406201',RepJackieWalorski,jackiewalorski,RepWalorski,http://www.standwithjackie.com/
0642,IN-4,Todd Rokita,Y,Republican,ToddRokitaIN,RepToddRokita,rokitacongress,ToddRokita,http://www.ToddRokita.com
0643,IN-5,Susan Brooks,Y,Republican,SusanBrooksIN,CongresswomanSusanWBrooks,SusanBrooksIN,SusanWBrooks,http://SusanforIndiana.com
0644,IN-6,Luke Messer,Y,Republican,LukeMesserIN,RepLukeMesser,LukeMesserIN,RepLukeMesser,http://www.lukemesser.com
0645,IN-7,Andre Carson,Y,Democrat,CarsonforCongress,CongressmanAndreCarson,Andre4Congress,RepAndreCarson,www.andrecarson.com
0646,IN-8,Larry Bucshon,Y,Republican,BucshonForCongress,RepLarryBucshon,DrLarryBucshon,RepLarryBucshon,http://bucshonforcongress.com/
0647,KY-2,Brett Guthrie,Y,Republican,'21836146886',CongressmanGuthrie,brettguthrie,RepGuthrie,http://brettguthrie.com/
0648,KY-3,John Yarmuth,Y,Democrat,YarmuthForCongress,RepJohnYarmuth,?,RepJohnYarmuth,http://www.yarmuthforcongress.com
0649,KY-4,Thomas Massie,Y,Republican,ThomasMassieforCongress,RepThomasMassie,ThomasMassieKY,RepThomasMassie,http://www.thomasmassie.com
0650,KY-5,Hal Rogers,Y,Republican,?,CongressmanHalRogers,?,RepHalRogers,?
0651,KY-6,Andy Barr,Y,Republican,BarrForCongress,RepAndyBarr,barrforcongress,RepAndyBarr,www.andybarrforcongress.com
0652,LA-1,Steve Scalise,Y,Republican,stevescalise,RepSteveScalise,GeauxScalise,SteveScalise,http://stevescalise.com
0653,LA-2,Cedric Richmond,Y,Democrat,VoteCedricRichmond,RepRichmond,CedricRichmond,RepRichmond,www.cedricrichmond.com
0654,LA-5,Ralph Abraham,Y,Republican,ralphabrahamforcongress,CongressmanRalphAbraham,abraham_ralph,RepAbraham,http://www.ralphabraham.com/
0655,LA-6,Garret Graves,Y,Republican,garretngraves,CongressmanGarretGraves,garretgraves,RepGarretGraves,http://garretgravesforcongress.com
0656,MD-2,Dutch Ruppersberger,Y,Democrat,DutchForCongress,DutchRupp,?,Call_Me_Dutch,www.dutchforcongress.com
0657,MD-3,John Sarbanes,Y,Democrat,JSarbanes,RepSarbanes,JohnSarbanes,RepSarbanes,http://www.JohnSarbanes.com
0658,MD-5,Steny Hoyer,Y,Democrat,hoyerforcongress,WhipHoyer,StenyHoyer,WhipHoyer,www.HoyerForCongress.com
0659,MD-6,John Delaney,Y,Democrat,johndelaneyforcongress,congressmanjohndelaney,JDelaneyforMD,RepJohnDelaney,www.delaneyforcongress.com
0660,MD-7,Elijah Cummings,Y,Democrat,elijah.cummings.10,elijahcummings,ReElectCummings,RepCummings,http://www.cummingsforcongress.com
0661,ME-1,Chellie Pingree,Y,Democrat,PingreeForCongress,ChelliePingree,?,chelliepingree,www.chelliepingree.com
0662,ME-2,Bruce Poliquin,Y,Republican,BrucePoliquin,RepPoliquin,BrucePoliquin,RepPoliquin,http://PoliquinForCongress.com
0663,MS-1,Trent Kelly,Y,Republican,TrentKellyforCongress,RepTrentKelly,KellyforMS01,RepTrentKelly,http://www.kellyformississippi.com/
0664,MS-2,Bennie Thompson,Y,Democrat,?,CongressmanBennieGThompson,?,BennieGThompson,?
0665,MS-3,Gregg Harper,Y,Republican,harpercampaign,GreggHarper,HarperCampaign,GreggHarper,www.greggharper.ms
0666,MS-3,Steven Palazzo,Y,Republican,palazzoforcongress,stevenpalazzo,StevenPalazzo,CongPalazzo,www.palazzoforcongress.com
0667,MT-1,Ryan Zinke,Y,Republican,ryanzinke,CongressmanRyanZinke,RyanZinke,RepRyanZinke,http://www.ryanzinke.com
0668,NC-1,G.K. Butterfield,Y,Democrat,?,congressmangkbutterfield,?,GKButterfield,?
0669,NC-2,George Holding,Y,Republican,GeorgeHoldingforCongress,CongressmanGeorgeHolding,GeorgeHolding,RepHolding,http://www.georgeholdingforcongress.com
0670,NC-3,Walter Jones,Y,Republican,WalterJonesCommittee,'15083070102',WalterJones2016,RepWalterJones,www.walterjonescommittee.com
0671,NC-4,David Price,Y,Democrat,'8338225975',RepDavidEPrice,DPrice4Congress,RepDavidEPrice,www.priceforcongress.com
0672,NC-5,Virginia Foxx,Y,Republican,virginiafoxx,RepVirginiaFoxx,foxxforcongress,virginiafoxx,http://www.virginiafoxx.com
0673,NC-6,Mark Walker,Y,Republican,Walker4NC,RepMarkWalker,Walker4NC,RepMarkWalker,http://www.walker4nc.com
0674,NC-7,David Rouzer,Y,Republican,electdavidrouzer,RepRouzer,DavidRouzer,RepDavidRouzer,http://www.davidrouzer.com
0675,NC-8,Richard Hudson,Y,Republican,hudsonforcongress,RepRichHudson,RichHudson,RepRichHudson,http://www.richardhudsonforcongress.com/
0676,NC-9,Robert Pittenger,Y,Republican,PittengerForCongress,congressmanpittenger,RobertPittenger,reppittenger,robertpittenger.com
0677,NC-10,Patrick McHenry,Y,Republican,ReElectMcHenry,ReElectMcHenry,McHenryCampaign,PatrickMcHenry,http://www.mchenryforcongress.com/
0678,NC-11,Mark Meadows,Y,Republican,MeadowsforCongress,Repmarkmeadows,VoteMeadows,RepMarkMeadows,http://www.meadowsforcongress.com/
0679,NC-12,Alma Adams,Y,Democrat,AlmaAdamsforCongress,CongresswomanAdams,AlmaforCongress,RepAdams,http://www.almaadamsforcongress.com
0680,ND-1,Kevin Cramer,Y,Republican,votecramer,CongressmanKevinCramer,kevincramer,RepKevinCramer,www.kevincramer.org
0681,NE-1,Jeff Fortenberry,Y,Republican,?,jefffortenberry,?,JeffFortenberry,http://www.supportfort.com/
0682,NE-2,Brad Ashford,Y,Democrat,AshfordForOmaha,repbradashford,BradAshford16,RepBradAshford,http://www.bradashfordforcongress.com
0683,NE-3,Adrian Smith,Y,Republican,AdrianSmithNE,?,?,RepAdrianSmith,www.joinadrian.com
0684,NJ-1,Donald Norcross,Y,Democrat,DNforC,DonaldNorcrossNJ,DonNorcross4NJ,DonaldNorcross,http://www.donaldnorcrossforcongress.com
0685,NJ-2,Frank LoBiondo,Y,Republican,LoBiondoForCongress,FrankLoBiondo,LoBiondo2016,RepLoBiondo,www.LoBiondoForCongress.com
0686,NJ-3,Tom MacArthur,Y,Republican,tmac4congress,CongressmanTomMacArthur,tmac4congress,RepTomMacArthur,http://tmac4congress.com
0687,NJ-4,Chris Smith,Y,Republican,Smith4NJ,RepChrisSmith,?,RepChrisSmith,http://smithfornj.org/
0688,NJ-5,Scott Garrett,Y,Republican,ScottGarrettNJ05,repscottgarrett,?,RepGarrett,www.garrettforcongress.com
0689,NJ-6,Frank Pallone,Y,Democrat,PalloneForNJ,RepFrankPallone,pallonefornj,FrankPallone,www.pallonefornewjersey.com
0690,NJ-7,Leonard Lance,Y,Republican,LanceforCongress,CongressmanLance,LeonardLanceNJ7,RepLanceNJ7,www.lanceforcongress.com
0691,NJ-8,Albio Sires,Y,Democrat,?,RepAlbioSires,AlbioSiresNJ,RepSires,?
0692,NJ-9,Bill Pascrell,Y,Democrat,PascrellforCongress,pascrell,pascrellfornj,BillPascrell,http://billpascrell.com/
0693,NJ-10,Donald Payne Jr.,Y,Democrat,?,DonaldPayneJr,DonaldPayneJr,RepDonaldPayne,http://paynejrforcongress.ngpvanhost.com/
0694,NJ-11,Rodney Frelinghuysen,Y,Republican,?,rfrelinghuysen,?,USRepRodney,http://www.rodneyforcongress.com/
0695,NJ-12,Bonnie Watson Coleman,Y,Democrat,bwcforcongress,RepBonnieWatsonColeman,Bonnie4Congress,RepBonnie,http://www.bonnieforcongress.com
0696,NM-1,Michelle Lujan Grisham,Y,Democrat,mlujangrisham,RepLujanGrisham,Michelle4NM,RepLujanGrisham,www.michellelujangrisham.com
0697,NM-2,Steve Pearce,Y,Republican,peopleforpearce,RepStevePearce,Pearce4NM,RepStevePearce,www.peopleforpearce.com
0698,NM-3,Ben Ray Lujan,Y,Democrat,BenRLujan,RepBenRayLujan,ChairmanDCCC,repbenraylujan,http://www.BenRLujan.com
0699,NV-1,Dina Titus,Y,Democrat,titusforcongress,CongresswomanTitus,dinatitus,repdinatitus,http://dinatitus.com
0700,NV-2,Mark Amodei,Y,Republican,AmodeiForNevada,MarkAmodeiNV2,AmodeiForNevada,MarkAmodeiNV2,http://www.amodeifornevada.com
0701,NV-4,Cresent Hardy,Y,Republican,cresenthardyforcongress,RepCresentHardy,CresentHardy,RepHardy,http://cresenthardyforcongress.com/
0702,NY-1,Lee Zeldin,Y,Republican,LeeMZeldin,RepLeeZeldin,leezeldin,RepLeeZeldin,http://www.zeldinforcongress.com
0703,NY-2,Peter King,Y,Republican,reppeteking,?,congpeteking,RepPeteKing,http://peteking.com/
0704,NY-4,Kathleen Rice,Y,Democrat,KathleenRiceForCongress,RepKathleenRice,KathleenRice,RepKathleenRice,http://kathleenrice.com
0705,NY-5,Gregory Meeks,Y,Democrat,GregoryMeeksForCongress,gregorymeeksny05,?,GregoryMeeks,?
0706,NY-6,Grace Meng,Y,Democrat,?,repgracemeng,Grace4NY,RepGraceMeng,http://gracefornewyork.com/
0707,NY-7,Nydia Velazquez,Y,Democrat,?,RepNydiaVelazquez,ReElectNydia,NydiaVelazquez,http://www.reelectnydiavelazquez.com
0708,NY-8,Hakeem Jeffries,Y,Democrat,hakeem.jeffries,RepHakeemJeffries,TeamJeffries,RepJeffries,http://hakeemjeffries.com/
0709,NY-9,Yvette Clarke,Y,Democrat,VoteYvette,repyvettedclarke,VoteYvette,YvetteClarke,http://www.voteyvette.com
0710,NY-10,Jerrold Nadler,Y,Democrat,JerryNadler,CongressmanNadler,JerryNadler,RepJerryNadler,www.jerrynadler.com
0711,NY-11,Daniel Donovan,Y,Republican,DanDonovanSI,RepDanDonovan,dandonovan_ny,RepDanDonovan,http://dandonovanforcongress.com/
0712,NY-12,Carolyn Maloney,Y,Democrat,CarolynMaloney,?,CarolynBMaloney,RepMaloney,http://www.carolynmaloney.com
0713,NY-14,Joseph Crowley,Y,Democrat,JoeCrowleyNY,repjoecrowley,JoeCrowleyNY,repjoecrowley,http://www.crowleyforcongress.com
0714,NY-15,Jose E. Serrano,Y,Democrat,?,RepJoseSerrano,serranocongress,RepJoseSerrano,?
0715,NY-16,Eliot Engel,Y,Democrat,?,RepEliotLEngel,?,RepEliotEngel,http://engelforcongress.com/
0716,NY-17,Nita Lowey,Y,Democrat,nitalowey,RepLowey,Lowey4Congress,NitaLowey,http://loweyforcongress.com/
0717,NY-18,Sean Maloney,Y,Democrat,seanpatrickmaloneyforcongress,repseanmaloney,spmaloney,RepSeanMaloney,www.seanmaloney.com
0718,NY-20,Paul Tonko,Y,Democrat,paul.tonko,reppaultonko,Tonko4Congress,RepPaulTonko,http://paultonko.com
0719,NY-21,Elise Stefanik,Y,Republican,EliseforCongress,RepEliseStefanik,EliseStefanik,RepStefanik,http://www.EliseforCongress.com
0720,NY-23,Tom Reed,Y,Republican,VoteTomReed,RepTomReed,TomReedCongress,RepTomReed,http://www.tomreedforcongress.com
0721,NY-24,John Katko,Y,Republican,JohnKatkoForCongress,RepJohnKatko,?,RepJohnKatko,http://www.johnkatkoforcongress.com/
0722,NY-25,Lousie Slaughter,Y,Democrat,LouiseSlaughter,RepLouiseSlaughter,VoteLouiseNY,louiseslaughter,www.VoteLouise.com
0723,NY-26,Brian Higgins,Y,Democrat,higginsforcongress,RepBrianHiggins,Higgins4WNY,RepBrianHiggins,http://www.higginsforcongress.com/
0724,NY-27,Chris Collins,Y,Republican,collinsforcongress,RepChrisCollins,CollinsNY27,RepChrisCollins,www.collinsforcongress.com
0725,OH-1,Steve Chabot,Y,Republican,ChabotForCongress,RepSteveChabot,SteveChabot,RepSteveChabot,www.stevechabot.com
0726,OH-2,Brad Wenstrup,Y,Republican,USABrad,RepBradWenstrup,bradwenstrup,RepBradWenstrup,www.USABrad.com
0727,OH-3,Joyce Beatty,Y,Democrat,JoyceBeattyforCongress,RepJoyceBeatty,JoyceBeatty,RepBeatty,www.beattyforcongress.com
0728,OH-4,Jim Jordan,Y,Republican,JimJordanforCongress,repjimjordan,?,Jim_Jordan,www.jimjordanforcongress.com
0729,OH-5,Bob Latta,Y,Republican,lattaforcongress,boblatta,latta4congress,boblatta,http://www.lattaforcongress.com/
0730,OH-6,Bill Johnson,Y,Republican,BillJohnsonLeads,RepBillJohnson,johnsonleads,RepBillJohnson,http://billjohnsonleads.com/
0731,OH-7,Bob Gibbs,Y,Republican,BobGibbsforCongress,RepBobGibbs,Bob_Gibbs,RepBobGibbs,http://bobgibbsforcongress.com/
0732,OH-9,Marcy Kaptur,Y,Democrat,'6225522279',RepresentativeMarcyKaptur,Marcy_Kaptur,RepMarcyKaptur,www.marcykaptur.com
0733,OH-10,Michael Turner,Y,Republican,MikeTurnerforCongress,RepMikeTurner,MikeTurnerOH,RepMikeTurner,http://www.miketurner.com/
0734,OH-11,Marcia Fudge,Y,Democrat,?,RepMarciaLFudge,mlfudge,RepMarciaFudge,http://www.marcialfudge.com
0735,OH-12,Patrick Tiberi,Y,Republican,TiberiforCongress,RepPatTiberi,TeamTiberi,PatTiberi,www.tiberiforcongress.com
0736,OH-13,Tim Ryan,Y,Democrat,timryanforcongress,timryan,TimRyan,RepTimRyan,www.timryanforcongress.com
0737,OH-14,David Joyce,Y,Republican,DaveJoyceOH,RepDaveJoyce,DaveJoyceOH14,RepDaveJoyce,http://joyceforcongress.com
0738,OH-15,Steve Stivers,Y,Republican,StiversForCongress,RepSteveStivers,stevestivers,RepSteveStivers,http://SteveStivers.com
0739,OH-16,Jim Renacci,Y,Republican,JimRenacci,repjimrenacci,JimRenacciOH16,RepJimRenacci,http://www.RenacciForCongress.com/
0740,OK-1,Jim Bridenstine,Y,Republican,JimBridenstine,CongressmanJimBridenstine,Bridenstine4OK,RepJBridenstine,http://www.JimBridenstine.com
0741,OK-2,Markwayne Mullin,Y,Republican,mullinforcongress,RepMullin,MarkwayneMullin,RepMullin,http://www.mullinforcongress.com
0742,OK-3,Frank Lucas,Y,Republican,FrankDLucasOK,RepFrankLucas,FrankDLucas,RepFrankLucas,www.FrankDLucas.com
0743,OK-4,Tom Cole,Y,Republican,TomColeForCongress,TomColeOK04,ColeForCongress,TomColeOK04,TomColeforCongress.com
0744,OK-5,Steve Russell,Y,Republican,?,reprussell,?,RepRussell,http://www.steverussellforcongress.com/
0745,OR-1,Suzanne Bonamici,Y,Democrat,suzannebonamici,CongresswomanBonamici,SuzanneBonamici,RepBonamici,http://www.bonamiciforcongress.com
0746,OR-2,Greg Walden,Y,Republican,votegregwalden,repgregwalden,votegregwalden,repgregwalden,http://www.gregwalden.com
0747,OR-3,Earl Blumenauer,Y,Democrat,blumenauer,?,BlumenauerMedia,repblumenauer,www.earlblumenauer.com
0748,OR-4,Peter DeFazio,Y,Democrat,PeterDeFazioOregon,RepPeterDeFazio,DeFazio4Oregon,RepPeterDeFazio,defazioforcongress.org
0749,OR-5,Kurt Schrader,Y,Democrat,KurtSchraderOregon,repschrader,VoteSchrader,RepSchrader,http://www.kurtschrader.com
0750,PA-1,Robert Brady,Y,Democrat,?,RepRobertBrady,BradyforPhilly,RepBrady,http://www.bobbrady.us/
0751,PA-3,Mike Kelly,Y,Republican,MikeKellyforCongress,MikeKellyPA,MikeKellyforPA3,MikeKellyPA,MikeKellyforCongress.com
0752,PA-4,Scott Perry,Y,Republican,ScottPerryforCongress,repscottperry,Perry4Congress,RepScottPerry,http://www.patriotsforperry.com/
0753,PA-5,Glenn Thompson,Y,Republican,TeamGT,CongressmanGT,GT_TeamGT,CongressmanGT,http://www.GTThompson.com
0754,PA-6,Ryan Costello,Y,Republican,CostelloForCongress,CongressmanRyanCostello,RyanACostello,RepRyanCostello,http://www.ryancostelloforcongress.com
