cand_id,district,name,incumbent_status,party,camp_fb,gov_fb,camp_twitter,gov_twitter,website
0755,PA-7,Patrick Meehan,Y,Republican,meehanforcongress,CongressmanPatrickMeehan,PatMeehanPA,RepMeehan,http://www.meehanforcongress.com
0756,PA-9,Bill Shuster,Y,Republican,BillShusterforCongress,Rep.Shuster,ShusterForPA9,RepBillShuster,http://www.billshusterforcongress.com
0757,PA-10,Tom Marino,Y,Republican,TomMarinoForCongress,CongressmanMarino,Marino4Congress,RepTomMarino,TomMarinoForCongress.com
0758,PA-11,Lou Barletta,Y,Republican,loujbarletta,CongressmanLouBarletta,loubarletta,RepLouBarletta,http://www.loubarletta.com
0759,PA-12,Keith Rothfus,Y,Republican,rothfusforcongress,keithrothfus,KRPA12,KeithRothfus,http://www.KeithRothfus.com
0760,PA-13,Brendan Boyle,Y,Democrat,brendan.boyle.7165,CongressmanBoyle,RepBrendanBoyle,CongBoyle,http://www.voteboyle.com
0761,PA-14,Michael F. Doyle,Y,Democrat,'158431724174341',usrepmikedoyle,?,USRepMikeDoyle,http://www.mikedoyleforcongress.com/
0762,PA-15,Charlie Dent,Y,Republican,DentforCongress,congressmandent,DentforCongress,RepCharlieDent,http://www.dentforcongress.com
0763,PA-17,Matt Cartwright,Y,Democrat,cartwrightpa,CongressmanMattCartwright,CartwrightPA,RepCartwright,CartwrightCongress.com
0764,PA-18,Tim Murphy,Y,Republican,murphyforcongress,reptimmurphy,TimMurphyPA,RepTimMurphy,www.electtimmurphy.com
0765,SC-1,Mark Sanford,Y,Republican,marksanford,RepSanfordSC,MarkSanford,RepSanfordSC,www.marksanford.com
0766,SC-2,Joe Wilson,Y,Republican,joewilsonforcongress,JoeWilson,CongJoeWilson,RepJoeWilson,http://joewilsonforcongress.com/
0767,SC-3,Jeff Duncan,Y,Republican,Jeff.Duncan.SC,RepJeffDuncan,Duncan4Congress,RepJeffDuncan,http://www.jeffduncan.com
0768,SC-4,Trey Gowdy,Y,Republican,gowdyforcongress,RepTreyGowdy,gowdy4congress,TGowdySC,http://www.treygowdy.com
0769,SC-5,Mick Mulvaney,Y,Republican,MickMulvaneyforCongress,MulvaneySC5,MickMulvaney,RepMickMulvaney,www.mulvaneyforcongress.com
0770,SC-6,James Clyburn,Y,Democrat,?,jameseclyburn,ClyburnSC06,Clyburn,http://www.clyburnforcongress.com
0771,SC-7,Tom Rice,Y,Republican,TomRiceforCongress,reptomrice,TomRiceSC7,RepTomRice,www.votetomrice.com
0772,SD-1,Kristi Noem,Y,Republican,kristiforcongress,?,KristiNoem,RepKristiNoem,www.kristiforcongress.com
0773,TX-1,Louie Gohmert,Y,Republican,'474168232778390','50375006903',LouieGohmertTX1,replouiegohmert,http://gohmert.com
0774,TX-2,Ted Poe,Y,Republican,?,JudgeTedPoe,?,JudgeTedPoe,http://www.tedpoe.com/
0775,TX-3,Sam Johnson,Y,Republican,VoteSamJohnson,RepSamJohnson,SamJohnsonTX03,SamsPressShop,http://www.samjohnsonforcongress.com
0776,TX-4,John Ratcliffe,Y,Republican,RatcliffeForCongress,RepRatcliffe,RatcliffeTX4,RepRatcliffe,http://www.RatcliffeForCongress.com
0777,TX-5,Jeb Hensarling,Y,Republican,jeb.hensarling.3,RepHensarling,?,RepHensarling,http://jebhensarling.com
0778,TX-6,Joe Barton,Y,Republican,BartonForCongress,RepJoeBarton,Barton4Congress,RepJoeBarton,http://joebarton.com
0779,TX-7,John Culberson,Y,Republican,johnculberson,?,johnculberson,CongCulberson,http://www.culbersonforcongress.com/
0780,TX-8,Kevin Brady,Y,Republican,BradyforTexas,kevinbrady,bradyfortexas,RepKevinBrady,http://www.bradyforcongress.com
0781,TX-9,Al Green,Y,Democrat,'224027854297805',repalgreen,RepAlGreenTX,RepAlGreen,http://www.algreen.org/
0782,TX-10,Michael McCaul,Y,Republican,MichaelMcCaulTX,michaeltmccaul,McCaulforTexas,RepMcCaul,http://www.michaelmccaul.com/
0783,TX-11,Mike Conaway,Y,Republican,?,mike.conaway,?,ConawayTX11,http://www.mikeconaway.com/
0784,TX-12,Kay Granger,Y,Republican,?,RepKayGranger,?,RepKayGranger,http://www.kaygranger.com/
0785,TX-13,Mac Thornberry,Y,Republican,ThornberryForCongress,repmacthornberry,MacThornberry,MacTXPress,http://macthornberry.com/
0786,TX-14,Randy Weber,Y,Republican,WeberForTexas,TXRandy14,WeberforTexas,TXRandy14,http://www.Randyweber.org
0787,TX-16,Beto O'Rourke,Y,Democrat,betoforcongress,BetoORourkeTX16,BetoORourke,RepBetoORourke,https://www.betoforcongress.com
0788,TX-17,Bill Flores,Y,Republican,BillFloresForCongress,RepBillFlores,Flores4Congress,RepBillFlores,http://www.BillFloresForCongress.com
0789,TX-18,Sheila Jackson Lee,Y,Democrat,?,CongresswomanSheilaJacksonLee,sjl4hrc,JacksonLeeTX18,http://www.sheilajacksonlee18.com/
0790,TX-20,Joaquin Castro,Y,Democrat,JoaquinCastroforCongress,JoaquinCastroTX,Castro4Congress,JoaquinCastrotx,http://www.CastroForCongress.com
0791,TX-21,Lamar Smith,Y,Republican,TexansforLamar,LamarSmithTX21,TexansforLamar,LamarSmithTX21,http://www.texansforlamarsmith.com/
0792,TX-22,Pete Olson,Y,Republican,PeteOlsonTX,Rep.PeteOlson,PeteOlson,RepPeteOlson,www.olsonforcongress.com
0793,TX-23,Will Hurd,Y,Republican,HurdForCongress,HurdOnTheHill,WillHurd,HurdOnTheHill,http://HurdForCongress.com
0794,TX-24,Kenny Marchant,Y,Republican,kennyforcongress,RepKennyMarchant,MarchantforTX24,RepKenMarchant,http://www.KennyMarchant.com
0795,TX-25,Roger Williams,Y,Republican,rogerwilliamstx,RepRogerWilliams,RogerWilliamsTX,RepRWilliams,http://www.rogerforcongress.com/
0796,TX-26,Michael Burgess,Y,Republican,?,michaelcburgess,?,michaelcburgess,http://burgessforcongress.org/
0797,TX-27,Blake Farenthold,Y,Republican,ElectBlakeF,BlakeFarenthold,Elect_Blake,farenthold,http://www.blake.com
0798,TX-28,Henry Cuellar,Y,Democrat,'248922701788783',repcuellar,?,RepCuellar,http://www.henrycuellar.com/
0799,TX-29,Gene Green,Y,Democrat,GeneGreen29,RepGeneGreen,GeneGreen29,RepGeneGreen,http://genegreencampaign.com/index.html
0800,TX-30,Eddie Bernice Johnson,Y,Democrat,?,CongresswomanEBJtx30,?,RepEBJ,http://ebjcampaign.com/
0801,TX-31,John Carter,Y,Republican,JudgeJohnCarter,judgecarter,JudgeJohnCarter,JudgeCarter,www.johncarterforcongress.com
0802,TX-32,Pete Sessions,Y,Republican,sessionsforcongress,petesessions,SessionsforTX32,PeteSessions,www.petesessions.com
0803,TX-33,Marc Veasey,Y,Democrat,MarcVeasey,CongressmanMarcVeasey,MarcVeasey,RepVeasey,http://www.marcveasey.com/
0804,TX-34,Filemon Vela,Y,Democrat,?,UsCongressmanFilemonVela,FilemonVela,RepFilemonVela,?
0805,TX-35,Lloyd Doggett,Y,Democrat,LloydDoggettTX,lloyddoggett,LloydDoggettTX,RepLloydDoggett,http://www.votedoggett.com
0806,TX-36,Brian Babin,Y,Republican,BabinForCongress,RepBrianBabin,Brian_Babin,RepBrianBabin,http://babinforcongress.com
0807,UT-1,Rob Bishop,Y,Republican,RobBishopUT,RepRobBishop,RobBishopUT,RepRobBishop,http://votebishop.com
0808,UT-2,Chris Stewart,Y,Republican,StewartForUtah,RepChrisStewart,StewartforUtah,RepChrisStewart,http://www.stewartforutah.com
0809,UT-3,Jason Chaffetz,Y,Republican,'212373730233',CongressmanJasonChaffetz,?,jasoninthehouse,www.jasonforcongress.com
0810,UT-4,Mia Love,Y,Republican,miablove,repmialove,MiaBLove,RepMiaLove,http://www.love4utah.com
0811,VA-1,Rob Wittman,Y,Republican,RobertJWittman,RepRobWittman,ReElectWittman,RobWittman,http://www.robwittman.com
0812,VA-3,Bobby Scott,Y,Democrat,bobbyscottforcongress,RepBobbyScott,BobbyScott4VA3,repbobbyscott,http://www.bobbyscottforcongress.com
0813,VA-6,Bob Goodlatte,Y,Republican,goodlatte,BobGoodlatte,BobGoodlatte6,RepGoodlatte,http://bobgoodlatte.com/
0814,VA-7,David Brat,Y,Republican,davebratforcongress,RepDaveBrat,DaveBratVA7th,RepDaveBrat,http://www.davebrat.com
0815,VA-8,Don Beyer,Y,Democrat,FriendsofDonBeyer,RepDonBeyer,DonBeyerVA,RepDonBeyer,http://FriendsofDonBeyer.com
0816,VA-9,Morgan Griffith,Y,Republican,morgangriffithforcongress,RepMorganGriffith,MorganGriffith,RepMGriffith,www.morgangriffithforcongress.com
0817,VA-10,Barbara Comstock,Y,Republican,BarbaraComstockVA,RepBarbaraComstock,BarbaraComstock,RepComstock,http://www.BarbaraComstockforCongress.com
0818,VA-11,Gerald Connolly,Y,Democrat,?,congressmanconnolly,ElectConnolly,GerryConnolly,http://www.gerryconnolly.com
0819,WV-1,David McKinley,Y,Republican,McKinleyForWV,RepMcKinley,mckinley4cong,RepMcKinley,http://www.mckinley2016.com/
0820,WV-2,Alexander Mooney,Y,Republican,MooneyforWV,CongressmanAlexMooney,MooneyforWV,RepAlexMooney,www.mooneyforcongress.com
0821,WV-3,Evan Jenkins,Y,Republican,evanjenkinswv,RepEvanJenkins,EvanJenkinsWV,RepEvanJenkins,http://www.evanjenkins.com
0822,KS-2,Lynn Jenkins,Y,Republican,votelynn,replynnjenkins,lynnjenkins,RepLynnJenkins,http://www.lynnjenkins.com
0823,KS-3,Kevin Yoder,Y,Republican,yoderforcongress,CongressmanKevinYoder,KevinYoder,RepKevinYoder,http://www.YoderforCongress.com
0824,KS-4,Mike Pompeo,Y,Republican,pompeoforkansas,CongressmanPompeo,mikepompeo,RepMikePompeo,http://www.VoteMikePompeo.com
0825,MI-2,Bill Huizenga,Y,Republican,BillHuizenga,rephuizenga,billhuizenga,RepHuizenga,http://huizengaforcongress.com
0826,MI-3,Justin Amash,Y,Republican,?,justinamash,teamamash,justinamash,http://justinamash.com/
0827,MI-4,John Moolenaar,Y,Republican,JohnMoolenaarforCongress,RepMoolenaar,JohnMoolenaar,RepMoolenaar,http://Www.johnmoolenaarforcongress.com
0828,MI-5,Dan Kildee,Y,Democrat,Kildee,RepDanKildee,dankildee,RepDanKildee,www.dankildee.com
0829,MI-6,Fred Upton,Y,Republican,uptonforallofus,RepFredUpton,UptonForAllOfUs,RepFredUpton,www.fredupton.com
0830,MI-7,Tim Walberg,Y,Republican,WalbergforCongress,RepWalberg,TimWalberg,RepWalberg,www.walbergforcongress.com
0831,MI-8,Mike Bishop,Y,Republican,ElectMikeBishop,RepMikeBishop,ElectMikeBishop,RepMikeBishop,http://electmikebishop.com
0832,MI-9,Sander Levin,Y,Democrat,SanderLevin,RepSandyLevin,Levin4Congress,repsandylevin,http://www.levinforcongress.com
0833,MI-11,David Trott,Y,Republican,TrottForCongress,CongressmanDaveTrott,Trott4Congress,repdavetrott,http://www.trottforcongress.com
0834,MI-12,Debbie Dingell,Y,Democrat,debbie.dingell,RepDebbieDingell,DebDingell,RepDebDingell,http://debbiedingellforcongress.com/
0835,MI-13,John Conyers Jr.,Y,Democrat,ConyersforCongress,CongressmanConyers,johnconyersjr,RepJohnConyers,http://www.johnconyers.com
0836,MI-14,Brenda Lawrence,Y,Democrat,brendalawrenceforcongress,'395759603917487',BrendaLLawrence,RepLawrence,http://www.brendalawrence.com
0837,MO-1,William Lacy Clay,Y,Democrat,?,'109135405838588',LacyClayMO1,?,http://www.lacyclay.org
0838,MO-2,Ann Wagner,Y,Republican,Ann4Congress,RepAnnWagner,AnnLWagner,RepAnnWagner,www.AnnWagner.com
0839,MO-3,Blaine Luetkemeyer,Y,Republican,?,BlaineLuetkemeyer,LuetkemeyerB,RepBlainePress,http://www.BlaineforCongress.com
0840,MO-4,Vicky Hartzler,Y,Republican,vickyforcongress,Congresswoman.Hartzler,VickyH4Congress,RepHartzler,www.vickyhartzler.com
0841,MO-5,Emanuel Cleaver,Y,Democrat,CleaverForCongress,emanuelcleaverii,Vote4Cleaver,repcleaver,http://www.cleaverforcongress.com/
0842,MO-6,Sam Graves,Y,Republican,gravesforcongress,RepSamGraves,?,RepSamGraves,http://www.gravesforcongress.com/
0843,MO-7,Billy Long,Y,Republican,BillyLongforCongress,Rep.Billy.Long,auctnr1,USRepLong,www.billylongforcongress.com
0844,MO-8,Jason Smith,Y,Republican,JasonSmithForMissouri,repjasonsmith,JasonSmithMO,RepJasonSmith,http://www.electjasonsmith.com
0845,WA-1,Suzan DelBene,Y,Democrat,SuzanDelBene,RepDelBene,RepDelBene,SuzanDelBene,http://delbeneforcongress.com
0846,WA-2,Rick Larsen,Y,Democrat,'20809300888',RepRickLarsen,larsenrick,RepRickLarsen,www.ricklarsen.org
0847,WA-3,Jaime Herrera Beutler,Y,Republican,VoteJaime,herrerabeutler,JaimeLHerrera,HerreraBeutler,http://www.votejaime.com/
0848,WA-4,Dan Newhouse,Y,Republican,dan.newhouse.WA,RepNewhouse,DanNewhouse1,RepNewhouse,http://www.dannewhouse.com
0849,WA-5,Cathy McMorris Rodgers,Y,Republican,cathyforcongress,mcmorrisrodgers,TeamCMR,cathymcmorris,http://www.cathyforcongress.com/
0850,WA-6,Derek Kilmer,Y,Democrat,Elect.Derek.Kilmer,derek.kilmer,DerekKilmer,RepDerekKilmer,www.derekkilmer.com
0851,WA-8,Dave Reichert,Y,Republican,FriendsOfDaveReichert,repdavereichert,TeamReichert,davereichert,http://www.davereichert.com
0852,WA-9,Adam Smith,Y,Democrat,adamsmithforcongress,RepAdamSmith,electadamsmith,RepAdamSmith,http://www.electadamsmith.com
0853,WA-10,Denny Heck,Y,Democrat,DennyHeckforCongress,CongressmanDennyHeck,DennyHeck,RepDennyHeck,http://www.dennyheckforcongress.com/
0854,TN-1,Phil Roe,Y,Republican,PhilRoeForCongress,DrPhilRoe,?,DrPhilRoe,roe4congress.com
0855,TN-2,John Duncan Jr.,Y,Republican,?,CongressmanDuncan,?,RepJohnDuncanJr,?
0856,TN-3,Charles Fleischmann,Y,Republican,ChuckFleischmann,repchuck,chuck4congress,RepChuck,www.chuckforcongress.com
0857,TN-4,Scott DesJarlais,Y,Republican,drscottdesjarlais,ScottDesJarlaisTN04,tndesjarlais,DesJarlaisTN04,http://www.scottdesjarlais.com
0858,TN-5,Jim Cooper,Y,Democrat,CoopforCongress,JimCooper,CoopForCongress,repjimcooper,http://cooperforcongress.com
0859,TN-6,Diane Black,Y,Republican,VoteDianeBlack,DianeBlackTN06,votedianeblack,RepDianeBlack,www.votedianeblack.com
0860,TN-7,Marsha Blackburn,Y,Republican,marshablackburnforcongress,marshablackburn,MarshaBlackburn,VoteMarsha,http://blackburn.house.gov
0861,TN-9,Steve Cohen,Y,Democrat,stevecohenforcongress,CongressmanSteveCohen,ReElectCohen,RepCohen,http://www.cohenforcongress.com
0862,MD-1,Andy Harris,Y ,Republican,harrisforcongress,AndyHarrisMD,Harris4Congress,RepAndyHarrisMD,www.andyharris.com
0863,CT-1,John Larson,Y,Democrat,JohnLarsonCT,RepJohnLarson,JohnLarsonCT,RepJohnLarson,http://www.larsonforcongress.org/
0864,CT-1,Matthew Corey,N,Republican,CoreyforCT,n/a,MCorey4Congress,n/a,http://coreyforcongress.org
0865,CT-2,Joe Courtney,Y,Democrat,CourtneyforCongress,joecourtney,JoeCourtneyCT,RepJoeCourtney,http://www.joecourtney.com
0866,CT-2,Daria Novak,N,Republican,'1694238934192116',n/a,DariaNovak,n/a,http://novakforcongress.com
0867,CT-3,Rosa DeLauro,Y,Democrat,RosaDelauro,CongresswomanRosaDeLauro,Rosa_DeLauro,rosadelauro,www.rosadelauro.com
0868,CT-3,Angel Cadena,N,Republican,AngelCadenaforcongress,n/a,hiro4you2,n/a,http://www.angelforcongress.com/
0869,CT-4,Jim Himes,Y,Democrat,himesforcongress,CongressmanJimHimes,jahimes,,www.himesforcongress.com
0870,CT-4,John Shaban,N,Republican,'383456148450129',n/a,shaban4congress,n/a,http://www.shabanforcongress.com/
0871,CT-5,Elizabeth Esty,Y,Democrat,EstyforCongress,RepEsty,Elizabeth_Esty,RepEsty,www.ElizabethEsty.com
0872,CT-5,Clay Cope,N,Republican,copeforcongress,n/a,claycopect,n/a,http://www.claycope.com
0873,MN-1,Tim Walz,Y,Democrat,TimWalz4Congress,?,Tim_Walz,RepTimWalz,www.timwalz.org
0874,MN-1,Jim Hagedorn,N,Republican,hagedornforcongress,n/a,JimHagedornMN,n/a,http://www.jimhagedorn.org
0875,MN-2,Angie Craig,N,Democrat,AngieCraigforCongress,n/a,AngieCraigMN,n/a,http://AngieCraig.com
0876,MN-2,Jason Lewis,N,Republican,JasonLewis2016,n/a,Jason2CD,n/a,http://www.jasonlewis2016.com
0877,MN-3,Erik Paulsen,Y,Republican,PaulsenforCongress,CongressmanErikPaulsen,Erik_Paulsen,RepErikPaulsen,http://www.paulsenforcongress.com
0878,MN-3,Terri Bonoff,N,Democrat,tbonoff,n/a,Terri_Bonoff,n/a,http://www.terribonoff.com
0879,MN-4,Betty McCollum,Y,Democrat,betty.mccollum1,repbettymccollum,?,BettyMcCollum04,www.mccollumforcongress.com
0880,MN-4,Greg Ryan,N,Republican,GregRyan4US,n/a,GregTRyan4US,n/a,http://www.Ryan4US.com
0881,MN-5,Keith Ellison,Y,Democrat,KeithEllisonForCongress,Keith.Ellison,EllisonCampaign,keithellison,http://www.keithellison.org/
0882,MN-5,Frank Nelson Drake,N,Republican,?,n/a,FrankDrakeMN5th,n/a,?
0883,MN-5,Dennis Schuller,N,Independent,?,n/a,?,n/a,?
0884,MN-6,Tom Emmer,Y,Republican,TomEmmerGOP,reptomemmer,tomemmer,RepTomEmmer,http://emmerforcongress.com
0885,MN-6,David Snyder,N,Democrat,DavidSnyderforCongress,n/a,?,n/a,https://davidsnyderforcongress2016.com/
0886,MN-7,Collin Peterson,Y,Democrat,'6595227967',?,collinpeterson,,www.petersonforcongress.com
0887,MN-7,Dave Hughes,N,Republican,davehughesforcongress,n/a,DHughesCongress,n/a,http://www.hughesforcongress.us
0888,MN-8,Rick Nolan,Y,Democrat,RickNolanForCongress,UsRepRickNolan,RickNolanMN,USRepRickNolan,http://nolanforcongress.org
0889,MN-8,Stewart Mills,N,Republican,StewartMillsMN,n/a,StewartMillsMN,n/a,http://stewartmills.com/
0890,VT-1,Peter Welch,Y,Democrat,welchforcongress,PeterWelch,WelchForVT,PeterWelch,www.welchforcongress.com
0891,WI-1,Paul Ryan,Y,Republican,paulryanwi,speakerryan,PRyan,SpeakerRyan,?
0892,WI-1,Ryan Solen,N,Democrat,solenforcongress,n/a,RSolenCongress,n/a,http://www.solenforcongress.com
0893,WI-1,Jason Lebeck,N,Libertarian,JasonLebeck2016,n/a,JasonLebeck2016,n/a,https://jasonlebeck2016.wordpress.com/
0894,WI-1,Spencer Zimmerman,N,Independent,vote4zimmerman,n/a,Vote4Zimmerman,n/a,https://vote4zimmerman.wordpress.com
0895,WI-2,Mark Pocan,Y,Democrat,MarkPocan,repmarkpocan,MarkPocan,repmarkpocan,?
0896,WI-2,Peter Theron,N,Republican,?,n/a,petertheron,n/a,?
0897,WI-3,Ron Kind,Y,Democrat,RonKindWI,repronkind,KindforCongress,RepRonKind,http://ronkind.org/
0898,WI-4,Gwen Moore,Y,Democrat,GwenMooreforCongress,GwenSMoore,Gwen4Congress,RepGwenMoore,http://www.gwenmooreforcongress.com
0899,WI-4,Andy Craig,N,Libertarian,AndyCraig2016,n/a,AndrewRCraig,n/a,http://www.AndyCraig2016.com
0900,WI-4,Robert Raymond,N,Independent,RobertRaymondCampaignForCongress,n/a,?,n/a,?
0901,WI-5,Jim Sensenbrenner,Y,Republican,SensenbrennerforCongress,RepSensenbrenner,?,JimPressOffice,http://www.sensenbrenner.org/
0902,WI-5,Khary Penebaker,N,Democrat,KharyForCongress,n/a,Khary4Congress,n/a,http://kharyforcongress.com
0903,WI-5,John Arndt,N,Libertarian,?,n/a,?,n/a,?
0904,WI-6,Glenn Grothman,Y,Republican,?,RepGrothman,GrothmanforWI,RepGrothman,?
0905,WI-6,Sarah Lloyd,N,Democrat,lloydforwisconsin,n/a,lloyd4wi,n/a,http://www.lloydforwisconsin.com
0906,WI-6,Jeff Dahlke,N,Independent,JeffDahlke4Congress,n/a,dahlke4congress,n/a,http://www.jeffdahlkeforcongress.com
0907,WI-7,Sean Duffy,Y,Republican,duffyforcongress,RepSeanDuffy,Duffy4Congress,RepSeanDuffy,www.DuffyforCongress.com
0908,WI-7,Mary Hoeft,N,Democrat,'1776038002619597',n/a,?,n/a,http://www.maryhoeftforcongress.com
0909,WI-8,Mike Gallagher,N,Republican,mikeforwisconsin,n/a,MikeforWI,n/a,http://www.mikeforwisconsin.com
0910,WI-8,Tom Nelson,N,Democrat,nelsonforwisconsin,n/a,NelsonforWI,n/a,http://www.nelsonforwisconsin.com
0911,HI-1,Colleen Hanabusa,N,Democrat,hanabusaforhawaii,n/a,ColleenHanabusa,n/a,http://hanabusaforhawaii.com
0912,HI-1,Shirlene Ostrov,N,Republican,ShirleneDOstrov,n/a,ShirleneDOstrov,n/a,http://www.shirleneostrov.com
0913,HI-1,Alan Yim,N,Libertarian,Yim4Hawaii,n/a,?,n/a,http://www.libertarianpartyofhawaii.org/
0914,HI-1,Calvin Griffin,N,Independent,?,n/a,?,n/a,?
0915,HI-2,Tulsi Gabbard,Y,Democrat,VoteTulsi,RepTulsiGabbard,TulsiGabbard,TulsiPress,http://www.votetulsi.com
0916,HI-2,Angela Aulani Kaaihue,N,Republican,'251246301918155',n/a,?,n/a,http://www.hawaiigovernor2018.com
0917,HI-2,Richard Turner,N,Independent,?,n/a,?,n/a,?
0918,AK-1,Don Young,Y,Republican,AkforDonYoung,RepDonYoung,DonYoungAK,repdonyoung,?
0919,AK-1,Steve Lindbeck,N,Democrat,LindbeckForAlaska,n/a,SteveLindbeck,n/a,?
0920,AK-1,Jim McDermott,N,Libertarian,AlaskaFreedom49ers,n/a,IrishMcD13,n/a,?
0921,WY-1,Liz Cheney,N,Republican,CheneyLiz,n/a,Liz_Cheney,n/a,?
0922,WY-1,Ryan Greene,N,Democrat,greene4wy,n/a,?,?,http://ryangreene16.com/
